elec_buy.emission_factor,elec_sell.emission_factor,elec_buy.variable_costs,elec_sell.variable_costs,weather.temperature,pv.fix,demand_heat.fix,dhs.temp_forward,dhs.temp_return,dhs_loss.fix,t_hp_air.eff_out_1,t_hp_air.max,t_hp_geo.eff_out_1,t_hp_ely.eff_out_1,t_hp_ely.eff_in_2,demand_elec.fix
0.353350638,-0.353350638,0.18,-0.04,1.5,0.577505786,1139.135213,65,45,44.60534634,2.020912205,0.66149497,3.11098,11.40692667,10.40692667,129.8689433
0.341150818,-0.341150818,0.18,-0.04,2,0.730812508,1025.699676,65,45,44.60534634,2.03695119,0.667799912,3.11098,11.40692667,10.40692667,119.7156248
0.32261858,-0.32261858,0.18,-0.04,2.6,0.418920045,966.9683432,65,45,44.60534634,2.05653726,0.675512685,3.11098,11.40692667,10.40692667,97.80675748
0.31146802,-0.31146802,0.18,-0.04,2.9,0.506880762,958.6627137,65,45,44.60534634,2.066472222,0.67943059,3.11098,11.40692667,10.40692667,87.43017221
0.325944815,-0.325944815,0.18,-0.04,2.6,0.498249865,913.4755136,65,45,44.60534634,2.05653726,0.675512685,3.11098,11.40692667,10.40692667,103.6008684
0.375291593,-0.375291593,0.18,-0.04,1.9,0.206695787,828.6520028,65,45,44.60534634,2.033723059,0.666530129,3.11098,11.40692667,10.40692667,114.369913
0.432369057,-0.432369057,0.18,-0.04,1.3,0.148416037,770.4816738,65,45,44.60534634,2.014567111,0.659003464,3.11098,11.40692667,10.40692667,126.5903151
0.462877126,-0.462877126,0.18,-0.04,0.6,0.016020219,757.8120057,65,45,44.60534634,1.992669643,0.650417137,3.11098,11.40692667,10.40692667,128.0628078
0.454923598,-0.454923598,0.18,-0.04,0.5,0,779.8753264,65,45,44.60534634,1.989580233,0.649207247,3.11098,11.40692667,10.40692667,129.8981658
0.432772497,-0.432772497,0.18,-0.04,0.1,0,824.1736806,65,45,44.60534634,1.977317797,0.644408678,3.11098,11.40692667,10.40692667,123.2641571
0.40868034,-0.40868034,0.18,-0.04,0.5,0,893.9902755,65,45,44.60534634,1.989580233,0.649207247,3.11098,11.40692667,10.40692667,123.7302518
0.394878955,-0.394878955,0.18,-0.04,0.4,0,987.0477508,65,45,44.60534634,1.986500387,0.648001476,3.11098,11.40692667,10.40692667,108.2893024
0.378328056,-0.378328056,0.18,-0.04,0.5,0,1051.638737,65,45,44.60534634,1.989580233,0.649207247,3.11098,11.40692667,10.40692667,90.97206364
0.351367157,-0.351367157,0.18,-0.04,0.3,0,1083.315926,65,45,44.60534634,1.983430062,0.646799804,3.11098,11.40692667,10.40692667,68.02900059
0.330492309,-0.330492309,0.18,-0.04,-0.1,0,1099.485974,65,45,44.60534634,1.971243088,0.642033708,3.11098,11.40692667,10.40692667,57.6139956
0.316351211,-0.316351211,0.18,-0.04,-0.1,0,1115.831544,65,45,44.60534634,1.971243088,0.642033708,3.11098,11.40692667,10.40692667,54.36999361
0.309075809,-0.309075809,0.18,-0.04,0.4,0,1127.808855,65,45,44.60534634,1.986500387,0.648001476,3.11098,11.40692667,10.40692667,54.78907956
0.304699826,-0.304699826,0.18,-0.04,0.3,0,1124.185266,65,45,44.60534634,1.983430062,0.646799804,3.11098,11.40692667,10.40692667,53.36187092
0.323531312,-0.323531312,0.18,-0.04,0.8,0,1101.968859,65,45,44.60534634,1.998877336,0.65284936,3.11098,11.40692667,10.40692667,51.74186765
0.343725142,-0.343725142,0.18,-0.04,0.3,0.0065669,1088.506398,65,45,44.60534634,1.983430062,0.646799804,3.11098,11.40692667,10.40692667,52.5650833
0.339520663,-0.339520663,0.18,-0.04,0.6,0.032310145,1129.247066,65,45,44.60534634,1.992669643,0.650417137,3.11098,11.40692667,10.40692667,63.42050016
0.321144757,-0.321144757,0.18,-0.04,1.2,0.035624584,1252.555045,65,45,44.60534634,2.011409483,0.657764154,3.11098,11.40692667,10.40692667,77.92553431
0.294204692,-0.294204692,0.18,-0.04,1.3,0.069872392,1271.602462,65,45,44.60534634,2.014567111,0.659003464,3.11098,11.40692667,10.40692667,92.41100659
0.265052381,-0.265052381,0.18,-0.04,1.9,0.145868311,1195.834507,65,45,44.60534634,2.033723059,0.666530129,3.11098,11.40692667,10.40692667,108.7922048
0.247840657,-0.247840657,0.18,-0.04,1.9,0.350403438,1117.064874,65,45,44.60534634,2.033723059,0.666530129,3.11098,11.40692667,10.40692667,112.8071217
0.240754879,-0.240754879,0.18,-0.04,2.4,0.492963741,1029.935192,65,45,44.60534634,2.049966853,0.672923688,3.11098,11.40692667,10.40692667,134.1486043
0.247247365,-0.247247365,0.18,-0.04,3.5,0.23620941,945.1249548,65,45,44.60534634,2.782177236,0.970803563,3.11098,11.40692667,10.40692667,130.7537997
0.268844803,-0.268844803,0.18,-0.04,2.2,0.205720164,891.7686547,65,45,44.60534634,2.043438296,0.670352825,3.11098,11.40692667,10.40692667,133.7104556
0.291258452,-0.291258452,0.18,-0.04,2.7,0.338515975,863.2467415,65,45,44.60534634,2.059838283,0.676814042,3.11098,11.40692667,10.40692667,119.9406641
0.330979604,-0.330979604,0.18,-0.04,2.1,0.200404287,845.4526479,65,45,44.60534634,2.040189587,0.669074136,3.11098,11.40692667,10.40692667,120.2831504
0.383120099,-0.383120099,0.18,-0.04,0.7,0.183815984,808.5195765,65,45,44.60534634,1.995768663,0.651631168,3.11098,11.40692667,10.40692667,97.47265177
0.412891283,-0.412891283,0.18,-0.04,0.5,0.061590888,802.7509927,65,45,44.60534634,1.989580233,0.649207247,3.11098,11.40692667,10.40692667,88.24759304
0.425107249,-0.425107249,0.18,-0.04,-0.1,0,819.5098426,65,45,44.60534634,1.971243088,0.642033708,3.11098,11.40692667,10.40692667,105.8727065
0.431613034,-0.431613034,0.18,-0.04,-0.4,0,910.626259,65,45,44.60534634,1.962200688,0.638501201,3.11098,11.40692667,10.40692667,131.1206816
0.428061653,-0.428061653,0.18,-0.04,-0.1,0,985.7477072,65,45,44.60534634,1.971243088,0.642033708,3.11098,11.40692667,10.40692667,131.9854629
0.432269821,-0.432269821,0.18,-0.04,0.5,0,1028.711668,65,45,44.60534634,1.989580233,0.649207247,3.11098,11.40692667,10.40692667,90.76363767
0.427789107,-0.427789107,0.18,-0.04,1.1,0,1051.013583,65,45,44.60534634,2.008261737,0.656529109,3.11098,11.40692667,10.40692667,64.54932737
0.427636001,-0.427636001,0.18,-0.04,1.7,0,1076.748601,65,45,44.60534634,2.027297393,0.6640038,3.11098,11.40692667,10.40692667,56.74253309
0.424968553,-0.424968553,0.18,-0.04,1.9,0,1089.148046,65,45,44.60534634,2.033723059,0.666530129,3.11098,11.40692667,10.40692667,54.44355572
0.417493904,-0.417493904,0.18,-0.04,1.4,0,1090.351232,65,45,44.60534634,2.01773467,0.660247063,3.11098,11.40692667,10.40692667,54.12937758
0.405722319,-0.405722319,0.18,-0.04,0.8,0,1095.304464,65,45,44.60534634,1.998877336,0.65284936,3.11098,11.40692667,10.40692667,53.36990391
0.398583531,-0.398583531,0.18,-0.04,-0.6,0,1103.850205,65,45,44.60534634,1.956218369,0.636165934,3.11098,11.40692667,10.40692667,54.72048322
0.405105394,-0.405105394,0.18,-0.04,-0.5,0,1129.518855,65,45,44.60534634,1.959204962,0.637331607,3.11098,11.40692667,10.40692667,60.56584895
0.412464559,-0.412464559,0.18,-0.04,0.8,0.031939082,1155.562491,65,45,44.60534634,1.998877336,0.65284936,3.11098,11.40692667,10.40692667,78.46560712
0.411026352,-0.411026352,0.18,-0.04,2.7,0.1244984,1175.920116,65,45,44.60534634,2.059838283,0.676814042,3.11098,11.40692667,10.40692667,114.1867659
0.395029838,-0.395029838,0.18,-0.04,3.1,0.291833994,1148.867229,65,45,44.60534634,2.764198708,0.963280395,3.11098,11.40692667,10.40692667,206.0317303
0.376513325,-0.376513325,0.18,-0.04,4.3,0.502085646,1110.449902,65,45,44.60534634,2.81884514,0.986177458,3.11098,11.40692667,10.40692667,264.1891821
0.343130747,-0.343130747,0.18,-0.04,4.5,0.305293687,1015.508049,65,45,44.60534634,2.828163636,0.990090859,3.11098,11.40692667,10.40692667,263.1814338
0.336623392,-0.336623392,0.18,-0.04,5.4,0.459470514,904.5752344,65,45,44.60534634,2.870870805,1,3.11098,11.40692667,10.40692667,264.4655843
0.337096203,-0.337096203,0.18,-0.04,5.8,0.632733547,796.4771357,65,45,44.60534634,2.890268581,1,3.11098,11.40692667,10.40692667,248.6479802
0.336817343,-0.336817343,0.18,-0.04,6.4,0.386259642,739.2991045,65,45,44.60534634,2.919861775,1,3.11098,11.40692667,10.40692667,209.022647
0.343329006,-0.343329006,0.18,-0.04,6.1,0.490760891,730.6094846,65,45,44.60534634,2.904989813,1,3.11098,11.40692667,10.40692667,182.5351094
0.365628391,-0.365628391,0.18,-0.04,5.7,0.45412497,685.3424719,65,45,44.60534634,2.885394604,1,3.11098,11.40692667,10.40692667,210.5316001
0.394529849,-0.394529849,0.18,-0.04,4.7,0.196432759,605.422291,65,45,44.60534634,2.837543947,0.994032825,3.11098,11.40692667,10.40692667,211.6843022
0.440010868,-0.440010868,0.18,-0.04,2.7,0.172973338,554.4212939,65,45,44.60534634,2.059838283,0.676814042,3.11098,11.40692667,10.40692667,192.8366335
0.473340653,-0.473340653,0.18,-0.04,1.6,0.062151292,548.5659571,65,45,44.60534634,2.024099763,0.662747208,3.11098,11.40692667,10.40692667,157.8540979
0.494700772,-0.494700772,0.18,-0.04,1.3,0,588.4612862,65,45,44.60534634,2.014567111,0.659003464,3.11098,11.40692667,10.40692667,141.7056644
0.503957732,-0.503957732,0.18,-0.04,0.2,0,651.8716894,65,45,44.60534634,1.980369213,0.645602212,3.11098,11.40692667,10.40692667,128.6323197
0.511215661,-0.511215661,0.18,-0.04,0.1,0,743.5324867,65,45,44.60534634,1.977317797,0.644408678,3.11098,11.40692667,10.40692667,125.602216
0.514341759,-0.514341759,0.18,-0.04,0.1,0,861.8834808,65,45,44.60534634,1.977317797,0.644408678,3.11098,11.40692667,10.40692667,107.2284539
0.507709662,-0.507709662,0.18,-0.04,1.3,0,945.4175985,65,45,44.60534634,2.014567111,0.659003464,3.11098,11.40692667,10.40692667,89.02577518
0.50471404,-0.50471404,0.18,-0.04,0.7,0,982.4629617,65,45,44.60534634,1.995768663,0.651631168,3.11098,11.40692667,10.40692667,67.11813335
0.502741455,-0.502741455,0.18,-0.04,0.6,0,995.7021048,65,45,44.60534634,1.992669643,0.650417137,3.11098,11.40692667,10.40692667,57.16840982
0.499497032,-0.499497032,0.18,-0.04,-0.3,0,1019.861925,65,45,44.60534634,1.96520559,0.639674737,3.11098,11.40692667,10.40692667,54.41840689
0.499515237,-0.499515237,0.18,-0.04,-1.2,0,1047.259914,65,45,44.60534634,1.938488293,0.629253195,3.11098,11.40692667,10.40692667,53.36990391
0.503017208,-0.503017208,0.18,-0.04,-1.9,0,1074.097933,65,45,44.60534634,1.918205157,0.621360548,3.11098,11.40692667,10.40692667,54.72048322
0.509515823,-0.509515823,0.18,-0.04,-1.8,0,1109.410019,65,45,44.60534634,1.921076722,0.622476932,3.11098,11.40692667,10.40692667,60.56584895
0.514329522,-0.514329522,0.18,-0.04,0.3,0.04907048,1134.23636,65,45,44.60534634,1.983430062,0.646799804,3.11098,11.40692667,10.40692667,78.46560712
0.499354554,-0.499354554,0.18,-0.04,1.8,0.152026238,1151.971626,65,45,44.60534634,2.030505142,0.665264766,3.11098,11.40692667,10.40692667,114.1867659
0.473546646,-0.473546646,0.18,-0.04,2.9,0.342083405,1118.771843,65,45,44.60534634,2.066472222,0.67943059,3.11098,11.40692667,10.40692667,206.0317303
0.448211892,-0.448211892,0.18,-0.04,3.6,0.592197202,1078.519625,65,45,44.60534634,2.786708469,0.972701208,3.11098,11.40692667,10.40692667,264.1891821
0.426966315,-0.426966315,0.18,-0.04,4,0.315411564,980.7617651,65,45,44.60534634,2.804981967,0.98036026,3.11098,11.40692667,10.40692667,263.1814338
0.416262063,-0.416262063,0.18,-0.04,4.7,0.383816947,880.3932406,65,45,44.60534634,2.837543947,0.994032825,3.11098,11.40692667,10.40692667,264.4655843
0.407488125,-0.407488125,0.18,-0.04,4.9,0.340222096,790.9398167,65,45,44.60534634,2.846986689,0.99800366,3.11098,11.40692667,10.40692667,248.6479802
0.407671364,-0.407671364,0.18,-0.04,4,0.193770442,762.7953492,65,45,44.60534634,2.804981967,0.98036026,3.11098,11.40692667,10.40692667,209.022647
0.415439359,-0.415439359,0.18,-0.04,5,0.208428966,791.9868465,65,45,44.60534634,2.851731667,1,3.11098,11.40692667,10.40692667,182.5351094
0.432667428,-0.432667428,0.18,-0.04,4.1,0.178847238,781.725147,65,45,44.60534634,2.809587849,0.982292322,3.11098,11.40692667,10.40692667,210.5316001
0.456800498,-0.456800498,0.18,-0.04,3.6,0.1489211,708.7671038,65,45,44.60534634,2.786708469,0.972701208,3.11098,11.40692667,10.40692667,211.6843022
0.48403554,-0.48403554,0.18,-0.04,2,0.190358708,661.3770965,65,45,44.60534634,2.03695119,0.667799912,3.11098,11.40692667,10.40692667,192.8366335
0.503610846,-0.503610846,0.18,-0.04,0.3,0.071696251,647.3913387,65,45,44.60534634,1.983430062,0.646799804,3.11098,11.40692667,10.40692667,157.8540979
0.509824623,-0.509824623,0.18,-0.04,-0.2,0,679.2542548,65,45,44.60534634,1.968219709,0.640852233,3.11098,11.40692667,10.40692667,141.7056644
0.512530778,-0.512530778,0.18,-0.04,-0.1,0,739.535067,65,45,44.60534634,1.971243088,0.642033708,3.11098,11.40692667,10.40692667,128.6323197
0.517415031,-0.517415031,0.18,-0.04,-0.1,0,821.7751874,65,45,44.60534634,1.971243088,0.642033708,3.11098,11.40692667,10.40692667,125.6844295
0.518319553,-0.518319553,0.18,-0.04,-0.3,0,922.847487,65,45,44.60534634,1.96520559,0.639674737,3.11098,11.40692667,10.40692667,108.2391712
0.513269624,-0.513269624,0.18,-0.04,-1.6,0,1004.584825,65,45,44.60534634,1.926845721,0.624720765,3.11098,11.40692667,10.40692667,96.81031324
0.506451709,-0.506451709,0.18,-0.04,-2.2,0,1059.136659,65,45,44.60534634,1.909641741,0.618033319,3.11098,11.40692667,10.40692667,79.40929193
0.504876474,-0.504876474,0.18,-0.04,-2.2,0,1104.789713,65,45,44.60534634,1.909641741,0.618033319,3.11098,11.40692667,10.40692667,72.44855686
0.503425258,-0.503425258,0.18,-0.04,-2.8,0,1140.479384,65,45,44.60534634,1.892742257,0.611475955,3.11098,11.40692667,10.40692667,64.10516157
0.51010726,-0.51010726,0.18,-0.04,-3.8,0,1173.628012,65,45,44.60534634,1.865231468,0.600826239,3.11098,11.40692667,10.40692667,60.9090399
0.519602455,-0.519602455,0.18,-0.04,-2.3,0,1211.591181,65,45,44.60534634,1.906804235,0.616931491,3.11098,11.40692667,10.40692667,63.65288782
0.535827607,-0.535827607,0.18,-0.04,-2.1,0,1271.775164,65,45,44.60534634,1.912487705,0.619138759,3.11098,11.40692667,10.40692667,78.58412683
0.545546224,-0.545546224,0.18,-0.04,0.9,0.008431885,1281.74165,65,45,44.60534634,2.00199571,0.654071734,3.11098,11.40692667,10.40692667,93.45669123
0.532181632,-0.532181632,0.18,-0.04,3.3,0.085048767,1267.001599,65,45,44.60534634,2.773158833,0.967028567,3.11098,11.40692667,10.40692667,114.0831191
0.505338006,-0.505338006,0.18,-0.04,4.7,0.269170823,1161.09662,65,45,44.60534634,2.837543947,0.994032825,3.11098,11.40692667,10.40692667,184.6651094
0.472507628,-0.472507628,0.18,-0.04,5.7,0.44628387,1071.506591,65,45,44.60534634,2.885394604,1,3.11098,11.40692667,10.40692667,235.3217695
0.446559166,-0.446559166,0.18,-0.04,5.8,0.286243128,943.9319283,65,45,44.60534634,2.890268581,1,3.11098,11.40692667,10.40692667,240.2737293
0.437971769,-0.437971769,0.18,-0.04,6.1,0.287288469,845.3916768,65,45,44.60534634,2.904989813,1,3.11098,11.40692667,10.40692667,232.80063
0.444143361,-0.444143361,0.18,-0.04,6.5,0.293993699,771.4433944,65,45,44.60534634,2.924852991,1,3.11098,11.40692667,10.40692667,209.4160092
0.463449967,-0.463449967,0.18,-0.04,6.7,0.20101981,721.1161094,65,45,44.60534634,2.934886792,1,3.11098,11.40692667,10.40692667,179.1494816
0.487712787,-0.487712787,0.18,-0.04,6.1,0.258079495,690.1145724,65,45,44.60534634,2.904989813,1,3.11098,11.40692667,10.40692667,163.0769584
0.512694488,-0.512694488,0.18,-0.04,6.1,0.192413454,670.3971037,65,45,44.60534634,2.904989813,1,3.11098,11.40692667,10.40692667,183.8022061
0.537272497,-0.537272497,0.18,-0.04,5.7,0.072179906,651.7777642,65,45,44.60534634,2.885394604,1,3.11098,11.40692667,10.40692667,181.8273561
0.566979497,-0.566979497,0.18,-0.04,5.5,0.070187526,655.0308403,65,45,44.60534634,2.875695798,1,3.11098,11.40692667,10.40692667,163.1443961
0.581476121,-0.581476121,0.18,-0.04,5.6,0.023585408,687.7847688,65,45,44.60534634,2.880537037,1,3.11098,11.40692667,10.40692667,163.5666983
0.57653888,-0.57653888,0.18,-0.04,5.4,0,688.4425852,65,45,44.60534634,2.870870805,1,3.11098,11.40692667,10.40692667,175.4795354
0.576397469,-0.576397469,0.18,-0.04,5.3,0,664.6266346,65,45,44.60534634,2.866061977,1,3.11098,11.40692667,10.40692667,150.1063282
0.570630521,-0.570630521,0.18,-0.04,5.4,0,679.6283788,65,45,44.60534634,2.870870805,1,3.11098,11.40692667,10.40692667,127.2601504
0.56071384,-0.56071384,0.18,-0.04,5.3,0,726.8943667,65,45,44.60534634,2.866061977,1,3.11098,11.40692667,10.40692667,114.0472196
0.547813822,-0.547813822,0.18,-0.04,5.4,0,783.056373,65,45,44.60534634,2.870870805,1,3.11098,11.40692667,10.40692667,98.00780341
0.532955212,-0.532955212,0.18,-0.04,5.4,0,818.9163417,65,45,44.60534634,2.870870805,1,3.11098,11.40692667,10.40692667,77.10999631
0.517683071,-0.517683071,0.18,-0.04,5.5,0,837.0381552,65,45,44.60534634,2.875695798,1,3.11098,11.40692667,10.40692667,59.2309655
0.513028771,-0.513028771,0.18,-0.04,5.7,0,844.399486,65,45,44.60534634,2.885394604,1,3.11098,11.40692667,10.40692667,50.98437835
0.505641381,-0.505641381,0.18,-0.04,5.7,0,855.1251037,65,45,44.60534634,2.885394604,1,3.11098,11.40692667,10.40692667,48.28499773
0.502951163,-0.502951163,0.18,-0.04,5.8,0,887.7888368,65,45,44.60534634,2.890268581,1,3.11098,11.40692667,10.40692667,54.692111
0.507983635,-0.507983635,0.18,-0.04,5.8,0,890.1324976,65,45,44.60534634,2.890268581,1,3.11098,11.40692667,10.40692667,63.76953917
0.50785023,-0.50785023,0.18,-0.04,6,0.006618116,892.474946,65,45,44.60534634,2.900066102,1,3.11098,11.40692667,10.40692667,78.45861706
0.481951517,-0.481951517,0.18,-0.04,6,0.02897687,865.957373,65,45,44.60534634,2.900066102,1,3.11098,11.40692667,10.40692667,100.9843547
0.447447574,-0.447447574,0.18,-0.04,6.7,0.072231542,861.6710583,65,45,44.60534634,2.934886792,1,3.11098,11.40692667,10.40692667,183.5376433
0.406402618,-0.406402618,0.18,-0.04,7.4,0.174371335,846.2033577,65,45,44.60534634,2.970553819,1,3.11098,11.40692667,10.40692667,246.9403272
0.372409207,-0.372409207,0.18,-0.04,8.1,0.118643517,807.3605339,65,45,44.60534634,3.007098418,1,3.11098,11.40692667,10.40692667,258.3582107
0.35833424,-0.35833424,0.18,-0.04,8.3,0.174912918,771.4255959,65,45,44.60534634,3.017705467,1,3.11098,11.40692667,10.40692667,250.3321208
0.349679962,-0.349679962,0.18,-0.04,8.1,0.204998398,702.8930474,65,45,44.60534634,3.007098418,1,3.11098,11.40692667,10.40692667,242.4299781
0.346415115,-0.346415115,0.18,-0.04,7.9,0.077378185,662.9197129,65,45,44.60534634,2.996565674,1,3.11098,11.40692667,10.40692667,213.8842915
0.353911647,-0.353911647,0.18,-0.04,8.1,0.08858803,642.3190323,65,45,44.60534634,3.007098418,1,3.11098,11.40692667,10.40692667,174.7971064
0.382904361,-0.382904361,0.18,-0.04,8,0.093733971,635.7844402,65,45,44.60534634,3.001822807,1,3.11098,11.40692667,10.40692667,181.6002564
0.438267694,-0.438267694,0.18,-0.04,7.6,0.042101449,614.0385026,65,45,44.60534634,2.980904181,1,3.11098,11.40692667,10.40692667,182.3643658
0.511657285,-0.511657285,0.18,-0.04,7.4,0.048475115,591.1135127,65,45,44.60534634,2.970553819,1,3.11098,11.40692667,10.40692667,166.173113
0.554878946,-0.554878946,0.18,-0.04,7.4,0.021109698,576.2512446,65,45,44.60534634,2.970553819,1,3.11098,11.40692667,10.40692667,131.8619724
0.551311098,-0.551311098,0.18,-0.04,7.3,0,545.5363613,65,45,44.60534634,2.965405546,1,3.11098,11.40692667,10.40692667,125.939568
0.541206459,-0.541206459,0.18,-0.04,7.2,0,536.7746335,65,45,44.60534634,2.960275087,1,3.11098,11.40692667,10.40692667,132.9838729
0.533292095,-0.533292095,0.18,-0.04,7.3,0,574.088967,65,45,44.60534634,2.965405546,1,3.11098,11.40692667,10.40692667,135.5362545
0.526709472,-0.526709472,0.18,-0.04,7.1,0,646.7411235,65,45,44.60534634,2.955162349,1,3.11098,11.40692667,10.40692667,116.845072
0.522293431,-0.522293431,0.18,-0.04,6.6,0,717.4049719,65,45,44.60534634,2.929861301,1,3.11098,11.40692667,10.40692667,91.41644003
0.522460579,-0.522460579,0.18,-0.04,6.4,0,743.7461311,65,45,44.60534634,2.919861775,1,3.11098,11.40692667,10.40692667,58.98800895
0.516593905,-0.516593905,0.18,-0.04,6.2,0,763.4353747,65,45,44.60534634,2.909930272,1,3.11098,11.40692667,10.40692667,49.96620027
0.509389701,-0.509389701,0.18,-0.04,6,0,775.5684348,65,45,44.60534634,2.900066102,1,3.11098,11.40692667,10.40692667,46.02838471
0.500579889,-0.500579889,0.18,-0.04,5.9,0,784.5074905,65,45,44.60534634,2.895159052,1,3.11098,11.40692667,10.40692667,46.74488186
0.492635255,-0.492635255,0.18,-0.04,5.8,0,781.8142274,65,45,44.60534634,2.890268581,1,3.11098,11.40692667,10.40692667,47.99870556
0.490403844,-0.490403844,0.18,-0.04,6.2,0,768.3299304,65,45,44.60534634,2.909930272,1,3.11098,11.40692667,10.40692667,50.73048831
0.476026076,-0.476026076,0.18,-0.04,6.8,0.021417386,792.0797742,65,45,44.60534634,2.939929553,1,3.11098,11.40692667,10.40692667,61.93227325
0.427168644,-0.427168644,0.18,-0.04,7.7,0.069783379,789.2297928,65,45,44.60534634,2.986106457,1,3.11098,11.40692667,10.40692667,78.59630999
0.379377998,-0.379377998,0.18,-0.04,8.5,0.192783433,845.4264516,65,45,44.60534634,3.028387611,1,3.11098,11.40692667,10.40692667,98.24678164
0.340030419,-0.340030419,0.18,-0.04,9.7,0.390709039,784.9939001,65,45,44.60534634,3.094103074,1,3.11098,11.40692667,10.40692667,110.8288693
0.306182381,-0.306182381,0.18,-0.04,10.3,0.282809326,722.9029786,65,45,44.60534634,3.128042048,1,3.11098,11.40692667,10.40692667,120.4071535
0.280263896,-0.280263896,0.18,-0.04,10.2,0.331027917,623.1996637,65,45,44.60534634,3.122333942,1,3.11098,11.40692667,10.40692667,115.6218519
0.260371677,-0.260371677,0.18,-0.04,10.3,0.415094612,580.3078991,65,45,44.60534634,3.128042048,1,3.11098,11.40692667,10.40692667,100.9354499
0.252769239,-0.252769239,0.18,-0.04,11.4,0.275820294,521.8209696,65,45,44.60534634,3.19223694,1,3.11098,11.40692667,10.40692667,91.70413203
0.257152332,-0.257152332,0.18,-0.04,11.4,0.403552946,446.8281625,65,45,44.60534634,3.19223694,1,3.11098,11.40692667,10.40692667,98.41605221
0.297004628,-0.297004628,0.18,-0.04,8.6,0.46866495,385.6481045,65,45,44.60534634,3.033757092,1,3.11098,11.40692667,10.40692667,94.83234159
0.366736287,-0.366736287,0.18,-0.04,7.4,0.197501236,385.3002056,65,45,44.60534634,2.970553819,1,3.11098,11.40692667,10.40692667,101.7662815
0.446897073,-0.446897073,0.18,-0.04,6.9,0.150191504,393.4569451,65,45,44.60534634,2.944989673,1,3.11098,11.40692667,10.40692667,98.78827274
0.492503765,-0.492503765,0.18,-0.04,7.1,0.042238153,394.7330883,65,45,44.60534634,2.955162349,1,3.11098,11.40692667,10.40692667,115.5965568
0.504387154,-0.504387154,0.18,-0.04,6.1,0,370.7267631,65,45,44.60534634,2.904989813,1,3.11098,11.40692667,10.40692667,111.8814772
0.493634085,-0.493634085,0.18,-0.04,4.2,0,428.8024758,65,45,44.60534634,2.814208882,0.984231375,3.11098,11.40692667,10.40692667,104.9626334
0.48499681,-0.48499681,0.18,-0.04,3.6,0,517.0393192,65,45,44.60534634,2.786708469,0.972701208,3.11098,11.40692667,10.40692667,109.2906481
0.475219184,-0.475219184,0.18,-0.04,3.1,0,605.8390001,65,45,44.60534634,2.764198708,0.963280395,3.11098,11.40692667,10.40692667,102.4895363
0.46558979,-0.46558979,0.18,-0.04,1.1,0,696.5722654,65,45,44.60534634,2.008261737,0.656529109,3.11098,11.40692667,10.40692667,81.51080987
0.457966067,-0.457966067,0.18,-0.04,-0.2,0,784.0110092,65,45,44.60534634,1.968219709,0.640852233,3.11098,11.40692667,10.40692667,67.44648816
0.451538602,-0.451538602,0.18,-0.04,0.1,0,860.4461695,65,45,44.60534634,1.977317797,0.644408678,3.11098,11.40692667,10.40692667,61.59925292
0.440987032,-0.440987032,0.18,-0.04,0.4,0,915.5526928,65,45,44.60534634,1.986500387,0.648001476,3.11098,11.40692667,10.40692667,57.78223024
0.422871877,-0.422871877,0.18,-0.04,-0.3,0,946.9427244,65,45,44.60534634,1.96520559,0.639674737,3.11098,11.40692667,10.40692667,57.88857037
0.41242971,-0.41242971,0.18,-0.04,-0.8,0,969.4647122,65,45,44.60534634,1.950272416,0.633846278,3.11098,11.40692667,10.40692667,59.41108743
0.412273675,-0.412273675,0.18,-0.04,-0.3,0,992.1374389,65,45,44.60534634,1.96520559,0.639674737,3.11098,11.40692667,10.40692667,65.26279885
0.414034614,-0.414034614,0.18,-0.04,1.1,0.031693343,1015.985421,65,45,44.60534634,2.008261737,0.656529109,3.11098,11.40692667,10.40692667,72.51674755
0.379138479,-0.379138479,0.18,-0.04,3.6,0.082335851,997.5176734,65,45,44.60534634,2.786708469,0.972701208,3.11098,11.40692667,10.40692667,75.32921164
0.318056545,-0.318056545,0.18,-0.04,6.3,0.199012096,946.1962001,65,45,44.60534634,2.914887564,1,3.11098,11.40692667,10.40692667,78.49194021
0.269264089,-0.269264089,0.18,-0.04,9.3,0.39894612,871.5419946,65,45,44.60534634,3.071883303,1,3.11098,11.40692667,10.40692667,96.29184246
0.246831954,-0.246831954,0.18,-0.04,10.1,0.336760795,771.5825384,65,45,44.60534634,3.11664663,1,3.11098,11.40692667,10.40692667,103.6222287
0.234476386,-0.234476386,0.18,-0.04,11.9,0.536621112,646.8510549,65,45,44.60534634,3.222295669,1,3.11098,11.40692667,10.40692667,123.5725752
0.22623108,-0.22623108,0.18,-0.04,12.4,0.628158292,531.7663398,65,45,44.60534634,3.252925856,1,3.11098,11.40692667,10.40692667,112.4365697
0.231949714,-0.231949714,0.18,-0.04,12.5,0.216005241,416.2360045,65,45,44.60534634,3.259121905,1,3.11098,11.40692667,10.40692667,108.5568877
0.243374679,-0.243374679,0.18,-0.04,12.5,0.334880403,368.6215828,65,45,44.60534634,3.259121905,1,3.11098,11.40692667,10.40692667,95.90354064
0.258918086,-0.258918086,0.18,-0.04,11.8,0.434309934,331.1047426,65,45,44.60534634,3.216238722,1,3.11098,11.40692667,10.40692667,87.82446398
